"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
76.2844848632812,9.98190307617188,"137.97.98.209","No Message Control","I AGREE to participate",1,"A lot","A great deal","A lot",0,"0",0,"0","Moderately likely",6,3,7,1,8,4,5,2,"Moderately more vulnerable","Moderately more vulnerable","Yes",23,"0",5,1,4,3,2,1,5,2,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","0","0","Served on a committee or board","0","0","Somewhat agree","Zachary Taylor",31,"Male","White","0","0","0",0,"0","0","0","Yes","Washington",20,"Urban","Oklahoma City metro area resident","0","Hiked","0","Gone ""off-roading""","0","0","Hunted","Fished","0","0","0","Professional degree","Employed part time","Less than $10,000","Independent","0","&nbsp;","GOOD","Fail"
-98.6996002197266,35.5350036621094,"74.195.152.101","Message 2 River","I AGREE to participate",1,"A little","None at all","0",0,"0",1,"An attorney challenging the permit","Slightly likely",7,8,5,3,4,6,2,1,"Slightly less vulnerable","Moderately less vulnerable","Yes",100,"0",50,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Somewhat agree","Millard Fillmore",34,"Male","White","0","0","0",0,"Hispanic","0","0","Yes","Caddo",33,"Rural","Visit the area for recreation/tourism","0","Hiked","0","Gone ""off-roading""","0","0","0","0","Visited a local park","0","0","Some college","Unemployed looking for work","$60,000 - $69,999","Independent","0","&nbsp;","The study is researching what Oklahomans think is important about the Kiamichi River and the benefits it provides.","Pass"
-97.7330017089844,35.4971008300781,"72.198.57.207","No Message Control","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",0,"0","Moderately likely",3,2,4,5,6,1,7,8,"Slightly more vulnerable","Slightly more vulnerable","Yes",25,"0",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","0","Strongly agree","Millard Fillmore",46,"Male","White","0","0","0",0,"0","0","0","Yes","Canadian",43,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$100,000 - $149,999","Republican","0","&nbsp;","kiamichi watershed","Pass"
-96.8635025024414,32.8963928222656,"107.77.201.27","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",5,2,1,3,4,7,8,6,"Slightly more vulnerable","Much more vulnerable","Yes",50,"0",5,5,25,5,5,2,2,1,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Disagree","Millard Fillmore",29,"Female","White","0","0","0",0,"0","0","0","Yes","Payne",29,"Suburban","No Relationship","0","Hiked","Camped","0","Biked for recreation","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed part time","$10,000 - $19,999","Democrat","0","Liberal","The impact and general perception of the Kiamichi river on Oklahoma residents. \\This survey was interesting and informative. I look forward to reading more about the river.","Pass"
-98.6154022216797,34.6130981445312,"12.126.185.146","Message 1 OKC","I AGREE to participate",1,"A little","None at all","0",1,"The opposition attorney",0,"0","Extremely likely",7,4,2,3,8,6,5,1,"Much more vulnerable","Much more vulnerable","Yes",50,"0",0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","0","0","0","0","0","0","Strongly disagree","James K. Polk",38,"Male","White","0","0","0",0,"0","0","0","Yes","Comanche",8,"Rural","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","Some college","Disabled","$20,000 - $29,999","Independent","0","Neither/Even Split","I think this study is on a river thats helps the community in OKC.","Pass"
-97.475700378418,35.62109375,"68.229.233.14","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Extremely likely",1,7,2,4,8,3,6,5,"Slightly more vulnerable","Slightly more vulnerable","Yes",5,"0",2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",44,"Non-Binary","White","0","0","0",0,"0","0","0","Yes","Oklahoma",44,"Urban","Oklahoma City metro area resident","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$40,000 - $49,999","Independent","0","Liberal","0","Pass"
-95.9456024169922,36.0605926513672,"70.185.199.246","Message 1 OKC","I AGREE to participate",1,"A moderate amount","A moderate amount","0",1,"An attorney for the city",0,"0","Slightly likely",1,6,8,5,2,7,3,4,"About the same","About the same","Yes",100,"0",20,20,10,10,10,10,10,10,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",33,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Tulsa",30,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","2 year degree","Employed full time","$20,000 - $29,999","Democrat","0","&nbsp;","0","Pass"
-94.9786987304688,35.9093933105469,"69.72.121.146","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Neither likely nor unlikely",5,4,1,6,3,8,2,7,"Moderately more vulnerable","Much more vulnerable","Yes",120,"0",20,10,20,20,10,10,20,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Zachary Taylor",43,"Female","White","0","0","0",0,"0","0","0","Yes","Cherokee",42,"Rural","No Relationship","0","0","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","0","Visited a wildlife refuge or state park","0","2 year degree","Employed full time","$70,000 - $79,999","Democrat","0","Liberal","0","Pass"
-95.8855972290039,36.0933990478516,"68.0.65.169","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,3,5,4,2,6,7,8,"Slightly more vulnerable","Moderately less vulnerable","No",0,"Taxes can take care of it.",0,0,0,0,0,0,0,0,15,10,10,15,20,10,10,10,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Somewhat disagree","Zachary Taylor",22,"Male","0","0","0","Asian",0,"0","0","0","Yes","Tulsa",21,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Student","$100,000 - $149,999","Democrat","0","&nbsp;","The  necessity of the Kamachi River","Pass"
-0.2174072265625,5.55020141601562,"41.204.44.223","Message 2 River","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",1,"An attorney challenging the permit","Moderately likely",4,7,3,6,2,5,1,8,"Moderately less vulnerable","Moderately less vulnerable","Yes",5,"0",1,0.2,0.2,0.2,1,1,0.4,1,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Agree","Millard Fillmore",55,"Male","0","Black or African American","0","0",0,"0","0","0","Yes","Tulsa",1,"Suburban","Visit the area for recreation/tourism","0","0","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","0","0","0","High school graduate","Employed full time","$10,000 - $19,999","Something else","none","Neither/Even Split","to get peoples view on the river with respect to their political stand","Pass"
-74.0436019897461,41.1900939941406,"89.187.178.236","Message 1 OKC","I AGREE to participate",1,"A lot","A moderate amount","0",1,"An attorney for the city",0,"0","Moderately likely",1,8,5,4,6,7,2,3,"About the same","Slightly more vulnerable","Yes",9,"0",2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat disagree","Zachary Taylor",25,"Male","White","0","0","0",0,"0","0","0","Yes","Blaine",0,"Suburban","Oklahoma City metro area resident","0","Hiked","0","Gone ""off-roading""","Biked for recreation","0","Hunted","Fished","Visited a local park","0","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$20,000 - $29,999","Republican","0","Neither/Even Split","Nice and Interesting Survey.","Fail"
-97.5017013549805,35.4794006347656,"12.41.206.100","Message 2 River","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",1,"An attorney challenging the permit","Moderately likely",3,4,2,1,5,7,6,8,"Slightly more vulnerable","Slightly more vulnerable","Yes",25,"0",3,2,10,2,2,2,2,2,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat disagree","Zachary Taylor",39,"Male","White","0","0","0",0,"0","0","0","Yes","Canadian",32,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$100,000 - $149,999","Democrat","0","&nbsp;","Researching how residents relate to water conservation","Pass"
-95.88330078125,35.9420013427734,"216.14.147.102","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Slightly likely",3,1,2,4,8,7,6,5,"0","0","Yes",24,"0",6,6,2,6,1,1,1,1,0,0,0,0,0,0,0,0,"0","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",46,"Female","White","0","0","0",0,"0","0","0","Yes","Okmulgee",4,"Rural","Visit the area for recreation/tourism","0","Hiked","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","Some college","Disabled","$40,000 - $49,999","Democrat","0","Liberal","I believe the study is researching the basic knowledge of Oklahoma residence on what the Kiamichi River Shed is & what it does for Oklahoma.","Pass"
-98.4542999267578,34.6195983886719,"199.47.118.117","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,5,3,2,4,6,7,8,"About the same","Slightly more vulnerable","No",0,"I dont know anything about the river and if it affects me at all.",0,0,0,0,0,0,0,0,20,10,20,30,5,5,5,5,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Disagree","Millard Fillmore",31,"Female","White","0","0","0",0,"0","0","0","Yes","Comanche",18,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Unemployed not looking for work","$40,000 - $49,999","Independent","0","&nbsp;","I am not sure what it was about other than the mentioned river.","Pass"
-97.475700378418,35.62109375,"104.0.115.36","Message 2 River","I AGREE to participate",1,"None at all","A little","0",0,"0",1,"An attorney challenging the permit","Neither likely nor unlikely",2,1,6,3,4,5,7,8,"About the same","About the same","No",0,"I do not have the extra income to provide support.",0,0,0,0,0,0,0,0,20,30,15,15,13,5,1,1,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",40,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",40,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","Gone ""off-roading""","0","0","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed part time","$40,000 - $49,999","Independent","0","Neither/Even Split","I have no clue.","Pass"
-96.6923980712891,34.7799987792969,"24.116.10.145","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"The opposition attorney",0,"0","Moderately likely",2,5,7,1,8,6,3,4,"Moderately more vulnerable","Moderately more vulnerable","No",0,"Can't afford it.",0,0,0,0,0,0,0,0,25,20,10,10,15,5,5,10,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Disagree","Millard Fillmore",65,"Female","White","0","0","0",0,"0","0","0","Yes","Pontotoc",62,"Rural","Visit the area for recreation/tourism","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Retired","Less than $10,000","Republican","0","&nbsp;","Water of the Kiamichi River. Quality and other things.","Pass"
-97.7330017089844,35.4971008300781,"98.162.239.211","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,6,2,5,3,7,4,8,"Slightly more vulnerable","Slightly more vulnerable","Yes",150,"0",25,25,25,25,25,10,10,5,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Somewhat agree","Zachary Taylor",34,"Female","White","0","0","0",0,"0","0","0","Yes","Canadian",9,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","Some college","Unemployed not looking for work","$70,000 - $79,999","Republican","0","&nbsp;","How much people know or have heard of the Comanche River watershed and what they think is an important aspect of it.","Pass"
